E,E_actual,bits_lower,bits_upper,f_lower,f_upper,float_lower_interval_cap,float_upper_interval_cap,num_floats_in_interval,k,e,regime_length,exponent_bits_length,fraction_bits,p_lower,p_upper,posit_lower_interval_cap,posit_upper_interval_cap,num_posits_in_interval
223,96,2147483584,2147483591,7.9228163e28,1.5845632e29,01101111100000000000000000000000,01101111111111111111111111111111,8388608,24,0,26,2,3,Posit32(7.922816251426434e28),Posit32(1.4855280471424563e29),01111111111111111111111111000000,01111111111111111111111111000111,8
224,97,2147483592,2147483599,1.5845633e29,3.1691263e29,01110000000000000000000000000000,01110000011111111111111111111111,8388608,24,1,26,2,3,Posit32(1.5845632502852868e29),Posit32(2.9710560942849127e29),01111111111111111111111111001000,01111111111111111111111111001111,8
225,98,2147483600,2147483607,3.1691265e29,6.3382526e29,01110000100000000000000000000000,01110000111111111111111111111111,8388608,24,2,26,2,3,Posit32(3.1691265005705735e29),Posit32(5.942112188569825e29),01111111111111111111111111010000,01111111111111111111111111010111,8
226,99,2147483608,2147483615,6.338253e29,1.2676505e30,01110001000000000000000000000000,01110001011111111111111111111111,8388608,24,3,26,2,3,Posit32(6.338253001141147e29),Posit32(1.188422437713965e30),01111111111111111111111111011000,01111111111111111111111111011111,8
227,100,2147483616,2147483619,1.2676506e30,2.535301e30,01110001100000000000000000000000,01110001111111111111111111111111,8388608,25,0,27,2,2,Posit32(1.2676506002282294e30),Posit32(2.2183885503994015e30),01111111111111111111111111100000,01111111111111111111111111100011,4
228,101,2147483620,2147483623,2.5353012e30,5.070602e30,01110010000000000000000000000000,01110010011111111111111111111111,8388608,25,1,27,2,2,Posit32(2.535301200456459e30),Posit32(4.436777100798803e30),01111111111111111111111111100100,01111111111111111111111111100111,4
229,102,2147483624,2147483627,5.0706024e30,1.0141204e31,01110010100000000000000000000000,01110010111111111111111111111111,8388608,25,2,27,2,2,Posit32(5.070602400912918e30),Posit32(8.873554201597606e30),01111111111111111111111111101000,01111111111111111111111111101011,4
230,103,2147483628,2147483631,1.0141205e31,2.0282408e31,01110011000000000000000000000000,01110011011111111111111111111111,8388608,25,3,27,2,2,Posit32(1.0141204801825835e31),Posit32(1.7747108403195212e31),01111111111111111111111111101100,01111111111111111111111111101111,4
231,104,2147483632,2147483633,2.028241e31,4.0564817e31,01110011100000000000000000000000,01110011111111111111111111111111,8388608,26,0,28,2,1,Posit32(2.028240960365167e31),Posit32(3.0423614405477506e31),01111111111111111111111111110000,01111111111111111111111111110001,2
232,105,2147483634,2147483635,4.056482e31,8.1129634e31,01110100000000000000000000000000,01110100011111111111111111111111,8388608,26,1,28,2,1,Posit32(4.056481920730334e31),Posit32(6.084722881095501e31),01111111111111111111111111110010,01111111111111111111111111110011,2
233,106,2147483636,2147483637,8.112964e31,1.6225927e32,01110100100000000000000000000000,01110100111111111111111111111111,8388608,26,2,28,2,1,Posit32(8.112963841460668e31),Posit32(1.2169445762191002e32),01111111111111111111111111110100,01111111111111111111111111110101,2
234,107,2147483638,2147483639,1.6225928e32,3.2451853e32,01110101000000000000000000000000,01110101011111111111111111111111,8388608,26,3,28,2,1,Posit32(1.6225927682921336e32),Posit32(2.4338891524382005e32),01111111111111111111111111110110,01111111111111111111111111110111,2
235,108,2147483640,2147483640,3.2451855e32,6.4903707e32,01110101100000000000000000000000,01110101111111111111111111111111,8388608,27,0,29,2,0,Posit32(3.2451855365842673e32),Posit32(3.2451855365842673e32),01111111111111111111111111111000,01111111111111111111111111111000,1
236,109,2147483641,2147483641,6.490371e32,1.2980741e33,01110110000000000000000000000000,01110110011111111111111111111111,8388608,27,1,29,2,0,Posit32(6.490371073168535e32),Posit32(6.490371073168535e32),01111111111111111111111111111001,01111111111111111111111111111001,1
237,110,2147483642,2147483642,1.2980742e33,2.5961483e33,01110110100000000000000000000000,01110110111111111111111111111111,8388608,27,2,29,2,0,Posit32(1.298074214633707e33),Posit32(1.298074214633707e33),01111111111111111111111111111010,01111111111111111111111111111010,1
238,111,2147483643,2147483643,2.5961484e33,5.1922965e33,01110111000000000000000000000000,01110111011111111111111111111111,8388608,27,3,29,2,0,Posit32(2.596148429267414e33),Posit32(2.596148429267414e33),01111111111111111111111111111011,01111111111111111111111111111011,1
239,112,2147483644,2147483644,5.192297e33,1.0384593e34,01110111100000000000000000000000,01110111111111111111111111111111,8388608,28,0,30,1,0,Posit32(5.192296858534828e33),Posit32(5.192296858534828e33),01111111111111111111111111111100,01111111111111111111111111111100,1
240,113,2147483645,2147483645,1.0384594e34,2.0769186e34,01111000000000000000000000000000,01111000011111111111111111111111,8388608,28,1,30,1,0,Posit32(2.076918743413931e34),Posit32(2.076918743413931e34),01111111111111111111111111111101,01111111111111111111111111111101,1
241,114,2147483645,2147483645,2.0769187e34,4.1538372e34,01111000100000000000000000000000,01111000111111111111111111111111,8388608,28,1,30,1,0,Posit32(2.076918743413931e34),Posit32(2.076918743413931e34),01111111111111111111111111111101,01111111111111111111111111111101,1
242,115,2147483646,2147483646,4.1538375e34,8.3076745e34,01111001000000000000000000000000,01111001011111111111111111111111,8388608,29,0,31,0,0,Posit32(8.307674973655724e34),Posit32(8.307674973655724e34),01111111111111111111111111111110,01111111111111111111111111111110,1
243,116,2147483646,2147483646,8.307675e34,1.6615349e35,01111001100000000000000000000000,01111001111111111111111111111111,8388608,29,0,31,0,0,Posit32(8.307674973655724e34),Posit32(8.307674973655724e34),01111111111111111111111111111110,01111111111111111111111111111110,1
244,117,2147483646,2147483646,1.661535e35,3.3230698e35,01111010000000000000000000000000,01111010011111111111111111111111,8388608,29,0,31,0,0,Posit32(8.307674973655724e34),Posit32(8.307674973655724e34),01111111111111111111111111111110,01111111111111111111111111111110,1
245,118,2147483646,2147483646,3.32307e35,6.6461396e35,01111010100000000000000000000000,01111010111111111111111111111111,8388608,29,0,31,0,0,Posit32(8.307674973655724e34),Posit32(8.307674973655724e34),01111111111111111111111111111110,01111111111111111111111111111110,1
246,119,2147483647,2147483647,6.64614e35,1.3292279e36,01111011000000000000000000000000,01111011011111111111111111111111,8388608,30,0,31,0,0,Posit32(1.329227995784916e36),Posit32(1.329227995784916e36),01111111111111111111111111111111,01111111111111111111111111111111,1
247,120,2147483647,2147483647,1.329228e36,2.6584558e36,01111011100000000000000000000000,01111011111111111111111111111111,8388608,30,0,31,0,0,Posit32(1.329227995784916e36),Posit32(1.329227995784916e36),01111111111111111111111111111111,01111111111111111111111111111111,1
248,121,2147483647,2147483647,2.658456e36,5.3169117e36,01111100000000000000000000000000,01111100011111111111111111111111,8388608,30,0,31,0,0,Posit32(1.329227995784916e36),Posit32(1.329227995784916e36),01111111111111111111111111111111,01111111111111111111111111111111,1
249,122,2147483647,2147483647,5.316912e36,1.06338233e37,01111100100000000000000000000000,01111100111111111111111111111111,8388608,30,0,31,0,0,Posit32(1.329227995784916e36),Posit32(1.329227995784916e36),01111111111111111111111111111111,01111111111111111111111111111111,1
250,123,2147483647,2147483647,1.0633824e37,2.1267647e37,01111101000000000000000000000000,01111101011111111111111111111111,8388608,30,0,31,0,0,Posit32(1.329227995784916e36),Posit32(1.329227995784916e36),01111111111111111111111111111111,01111111111111111111111111111111,1
251,124,2147483647,2147483647,2.1267648e37,4.2535293e37,01111101100000000000000000000000,01111101111111111111111111111111,8388608,30,0,31,0,0,Posit32(1.329227995784916e36),Posit32(1.329227995784916e36),01111111111111111111111111111111,01111111111111111111111111111111,1
252,125,2147483647,2147483647,4.2535296e37,8.5070587e37,01111110000000000000000000000000,01111110011111111111111111111111,8388608,30,0,31,0,0,Posit32(1.329227995784916e36),Posit32(1.329227995784916e36),01111111111111111111111111111111,01111111111111111111111111111111,1
253,126,2147483647,2147483647,8.507059e37,1.7014117e38,01111110100000000000000000000000,01111110111111111111111111111111,8388608,30,0,31,0,0,Posit32(1.329227995784916e36),Posit32(1.329227995784916e36),01111111111111111111111111111111,01111111111111111111111111111111,1
254,127,2147483647,2147483647,1.7014118e38,3.4028235e38,01111111000000000000000000000000,01111111011111111111111111111111,8388608,30,0,31,0,0,Posit32(1.329227995784916e36),Posit32(1.329227995784916e36),01111111111111111111111111111111,01111111111111111111111111111111,1
